FIRMDUM1,FIRMDUM2,FIRMDUM3,FIRMDUM4,FIRMDUM5,FIRMDUM6,FIRMDUM7,InFreqGT1Deg,InCloseGT1Deg,RCP1,RCP2,RCP3,RWD1,RWD2,RWD3,RWD4,KTF1,KTF2,KTF3,KTF4,KTF5,KTF6,TNR,CMPTNR,JOBTNR,SEX,AGE,RCP,RWD,KTF,OutGT1OutExpAvg,Centrality
0,0,0,0,0,0,1,43.9560432434082,87.9120864868164,7,7,7,5,4,5,5,4,5,6,6,7,6,32,19,6,1,30,7,4.75,5.666666666666667,1.964285714,65.9340648651123
0,0,0,0,0,0,1,42.8571434020996,91.2087936401367,5,5,6,4,5,5,5,3,3,5,5,5,5,46,22,17,2,27,5.333333333333333,4.75,4.333333333333333,3.275862069,67.03296852111815
0,0,0,0,0,0,1,35.1648368835449,72.527473449707,6,6,7,6,6,6,7,3,2,3,3,5,4,7,7,7,1,27,6.333333333333333,6.25,3.3333333333333335,1.367346939,53.84615516662595
0,0,0,0,0,0,1,68.1318664550781,97.8022003173828,6,6,5,5,4,4,5,4,3,5,6,6,5,54,20,20,1,31,5.666666666666667,4.5,4.833333333333333,3.675,82.96703338623044
0,0,0,0,0,0,1,80.2197799682617,94.5054931640625,7,7,6,3,3,3,3,2,3,7,7,7,7,13,13,13,2,21,6.666666666666667,3,5.5,2.78021978,87.36263656616211
0,0,0,0,0,0,1,40.6593399047852,78.0219802856445,7,7,7,2,5,6,5,2,1,6,6,6,7,22,22,22,1,30,7,4.5,4.666666666666667,4.142857143,59.34066009521485
0,0,0,0,0,0,1,59.3406600952148,92.3076934814453,7,7,7,4,5,5,5,4,5,7,7,7,6,104,19,19,1,30,7,4.75,6,3.366666667,75.82417678833005
0,0,0,0,0,0,1,42.8571434020996,72.527473449707,6,6,6,3,4,4,4,4,5,4,5,6,5,8,8,5,1,31,6,3.75,4.833333333333333,3.054945055,57.692308425903306
0,0,0,0,0,0,1,50.5494499206543,82.4175796508789,7,6,6,2,2,4,5,2,6,6,6,6,6,41,41,17,1,26,6.333333333333333,3.25,5.333333333333333,4.125,66.4835147857666
0,0,0,0,0,0,1,68.1318664550781,81.3186798095703,6,6,6,3,4,5,4,3,4,4,5,6,5,14,14,14,1,28,6,4,4.5,3.17721519,74.72527313232419
0,0,0,0,0,0,1,43.9560432434082,83.516487121582,7,7,7,5,5,6,6,2,2,6,6,6,6,20,20,20,1,28,7,5.5,4.666666666666667,3.958333333,63.7362651824951
0,0,0,0,0,0,1,50.5494499206543,84.6153869628906,7,7,7,6,5,6,6,6,5,5,6,6,6,26,26,24,1,29,7,5.75,5.666666666666667,3.298507463,67.58241844177245
0,0,0,0,0,0,1,57.1428565979004,90.1098937988281,6,7,7,3,2,4,3,5,6,7,7,7,7,27,27,27,2,28,6.666666666666667,3,6.5,4.191176471,73.62637519836424
0,0,0,0,0,0,1,46.1538467407227,84.6153869628906,7,7,7,2,1,5,2,3,2,6,7,7,4,14,14,1,1,28,7,2.5,4.833333333333333,3.6,65.38461685180664
0,0,0,0,0,0,1,67.0329666137695,93.4065933227539,7,6,6,1,3,3,4,4,5,7,7,7,7,48,42,36,1,31,6.333333333333333,2.75,6.166666666666667,2.866666667,80.2197799682617
0,0,0,0,0,0,1,65.9340667724609,91.2087936401367,7,7,7,4,3,3,3,6,6,6,7,7,5,74,17,4,1,33,7,3.25,6.166666666666667,3.641509434,78.5714302062988
0,0,0,0,0,0,1,46.1538467407227,79.1208801269531,7,7,7,6,6,6,6,6,6,6,6,7,7,14,14,6,1,30,7,6,6.333333333333333,2.115942029,62.6373634338379
0,0,0,0,0,0,1,62.6373634338379,94.5054931640625,6,6,6,3,4,5,5,2,6,6,6,6,6,48,22,10,1,35,6,4.25,5.333333333333333,1.651685393,78.5714282989502
0,0,0,0,0,0,1,60.4395599365234,94.5054931640625,7,7,7,6,6,7,6,4,6,6,7,7,6,74,27,27,1,33,7,6.25,6,3.224719101,77.47252655029295
0,0,0,0,0,0,1,50.5494499206543,78.0219802856445,5,5,5,4,5,5,5,4,4,5,3,5,5,74,62,26,1,32,5,4.75,4.333333333333333,4.75,64.2857151031494
0,0,0,0,0,0,1,48.3516502380371,79.1208801269531,6,6,5,4,4,5,4,4,5,5,5,6,6,22,22,22,1,27,5.666666666666667,4.25,5.166666666666667,4.52,63.7362651824951
0,0,0,0,0,0,1,30.769229888916,69.2307662963867,6,6,5,4,4,4,4,2,5,5,5,5,6,19,7,7,1,30,5.666666666666667,4,4.666666666666667,3.62962963,49.99999809265135
0,0,0,0,0,0,1,46.1538467407227,85.7142868041992,6,4,6,4,4,5,5,2,5,5,5,5,6,34,34,10,2,26,5.333333333333333,4.5,4.666666666666667,2.206896552,65.93406677246095
0,0,0,0,0,0,1,37.3626365661621,71.4285736083984,6,6,6,5,4,4,4,2,5,5,5,5,5,20,20,20,1,30,6,4.25,4.5,3.344827586,54.395605087280245
0,0,0,0,0,0,1,48.3516502380371,86.8131866455078,7,7,6,5,5,6,5,6,6,6,6,6,6,26,26,3,1,31,6.666666666666667,5.25,6,3.592592593,67.58241844177245
0,0,0,0,0,0,1,48.3516502380371,85.7142868041992,7,7,7,3,4,4,4,4,5,4,6,6,6,34,34,19,1,30,7,3.75,5.166666666666667,3.631578947,67.03296852111815
